notice-identifier,dps-usage-lot,notice-type,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,estimated-value-cur-lot,procedure-identifier,estimated-value-cur-proc,total-value,winner-size,winner-owner-nationality,winner-selection-status,legal-basis-proc,direct-award-justification-text-proc.lit,direct-award-justification-text-proc.eng,direct-award-justification-proc,framework-buyer-categories-lot.hrv,exclusion-grounds,accessibility-lot,legal-basis-text.ces,no-negocaition-necessary-lot,direct-award-justification-text-proc.fra,framework-value-notice,legal-basis-text.pol,legal-basis-text.deu,framework-buyer-categories-lot.nld,subcontracting-percentage,ipi-measures-applicable-lot,direct-award-justification-text-proc.nld,direct-award-justification-text-proc.pol,framework-buyer-categories-lot.deu,subcontracting-value,direct-award-justification-text-proc.slv,direct-award-justification-text-proc.ita,direct-award-justification-text-proc.spa,currency,total-value-eur,total-value-eur-capped,is_outlier,total-value-eur-log,bidder-count,primary-bidder-size,bidder-size-numeric,notice_is_cn-standard,notice_is_can-standard,notice_is_veat,notice_is_pin-only,notice_is_cn-social,notice_is_can-modif,notice_is_pin-cfc-standard,notice_is_cn-desg,notice_is_can-social,notice_is_pin-buyer
4b8be644-6fbe-4dd8-8bd1-b198ccc3b45c,none|none|none|none|none,can-standard,258381-2025,False,other,POL,PLN,7aff45e8-69cd-435f-bdcc-c2487b731da2,PLN,15949000.0,,,selec-w|selec-w|selec-w|selec-w|selec-w,https://eli.gov.pl/eli/DU/2023/1605/tj - Prawo Zamówień Publicznych,,,,,,,,,,,['Przetarg nieograniczony wg art. 132 ustawy PZP'],,,,,,,,,,,,PLN,3668270.0,3668270.0,False,15.11523099185398,0,,,0,1,0,0,0,0,0,0,0,0
5ce810ad-7133-470a-9333-9e7b827c10e4,none,cn-standard,258382-2025,False,32014L0024,FRA,EUR,990a9b28-337c-4cca-8980-282eae866e5f,EUR,2400000.0,,,,,,,,,nati-ground,,,False,,,,,,,,,,,,,,,EUR,2400000.0,2400000.0,False,14.690979711984754,0,,,1,0,0,0,0,0,0,0,0,0
d271af8f-25c8-4a3c-b0f0-39e3e6031ee1,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,258383-2025,,32014L0024,FRA,,99b024f4-f58b-4a3d-9ff9-4003f0e8d930,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
7b3a79ec-a86a-433f-a711-3049a6bd2724,none,cn-standard,258384-2025,,32014L0024,DEU,,75f5aa28-39cc-4e73-b290-3dea147bb7f8,,,,,,vgv,,,,,prof-misconduct,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
556f4054-1181-47e0-9790-d02e42c10603,none,cn-standard,258385-2025,False,32014L0025,HRV,EUR,1374332f-9bbf-4d00-85c0-81cd863b1c34,EUR,700000.0,,,,,,,,,exg-crim-part|exg-crim-corrpt|exg-crim-fraud|exg-crim-terror|exg-crim-laund|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-sanction|exg-mis-misrepresent|exg-sitn-bankr|exg-sitn-insolvency|exg-sitn-liq-admin|exg-sitn-cred-arran|exg-sitn-as-susp|exg-sitn-other,n-inc,,,,,,,,,,,,,,,,,EUR,700000.0,700000.0,False,13.45883704259595,0,,,1,0,0,0,0,0,0,0,0,0
a8cf5277-8566-4fbc-a8bc-78c15bd48e54,none|none|none,cn-standard,258388-2025,,32014L0024,FRA,,334d0334-233d-44ea-9ab1-3e5c24200f43,,,,,,,,,,,bankr-nat,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
63465fab-57d3-456f-8f72-45982dfeb5c5,none,cn-standard,258389-2025,False,32014L0024,NLD,EUR,9dab60e8-d125-4d9b-a22e-e7a636f6d1ba,EUR,2000000.0,,,,n.v.t.,,,,,bankruptcy|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|partic-confl|prep-confl|prof-misconduct|socsec-pay|tax-pay|terr-offence,n-inc,,,,,,,['-'],,,,,,,,,,EUR,2000000.0,2000000.0,False,14.508658238524095,0,,,1,0,0,0,0,0,0,0,0,0
3caf5c56-65dc-4b78-b2b9-607267b26355,none|none|none|none,cn-standard,258390-2025,False,32014L0024,FRA|FRA|FRA,EUR,6b7ae06d-e469-4791-91c2-c660196022e3,EUR,3808000.0,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,3808000.0,3808000.0,False,15.1526149374984,0,,,1,0,0,0,0,0,0,0,0,0
543cabb6-6222-415b-b433-f1c6c0c909aa,none,cn-standard,258391-2025,False,32014L0024,FRA,EUR,c873fb1f-ebe4-4703-878a-e3e10ce0fab0,EUR,5000000.0,,,,,,,,,nati-ground,,,False,,,,,,,,,,,,,,,EUR,5000000.0,5000000.0,False,15.424948670398354,0,,,1,0,0,0,0,0,0,0,0,0
c0a6f08f-6d3f-41af-b4cb-a27686fd7016,none|none|none|none|none|none,cn-standard,258393-2025,False,32014L0024,FRA,EUR,cb4085ac-dffc-421b-90d7-05b645601a14,EUR,5800000.0,,,,,,,,,nati-ground,,,False|False|False|False|False|False,,,,,,,,,,,,,,,EUR,5800000.0,5800000.0,False,15.573368647930426,0,,,1,0,0,0,0,0,0,0,0,0
c7a569a2-ff22-43b3-a865-4f69a695f9d8,none,can-standard,258394-2025,,32014L0024,DEU,,4c85c5ed-2698-4d02-9f76-1855c3a5485b,,9941484.31,medium,,selec-w,vob-a-eu,,,,,,,,,,,,,,,,,,,,,,,EUR,9941484.31,9941484.31,False,16.112226995034963,1,medium,3.0,0,1,0,0,0,0,0,0,0,0
3f5a52ad-1db9-46b6-8c09-380b8bfbc445,none,can-standard,258396-2025,,32014L0024,CZE,CZK,39aad65f-72fd-48ec-b71d-1730223c070f,CZK,1288553.61,large|sme|large|sme|sme|sme|sme,,selec-w,32014L0024|134/2016 Sb.,,,,,,,"['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES', 'Zákon o zadávání veřejných zakázek']",,,4700000.0,,,,40,,,,,,,,,CZK,50253.59079,50253.59079,False,10.824857180753318,7,large,4.0,0,1,0,0,0,0,0,0,0,0
51236c41-aa69-4b97-bd25-04d1557c0aeb,none|none,cn-standard,258397-2025,False,32014L0024,FRA,EUR,c4688658-0b1e-45b4-a745-33d95a4f25c8,EUR,1600000.0,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,1600000.0,1600000.0,False,14.285514812209815,0,,,1,0,0,0,0,0,0,0,0,0
3aa3ee2c-78b8-4f41-b2f2-e11b7557badb,none,can-standard,258398-2025,False,32014L0024,HUN,,4866d094-8496-4cdd-be1c-57d605f892ef,,106307592.0,large,,selec-w,,,,,,,,,,,,,,,,False,,,,,,,,EUR,106307592.0,41537332.48450003,True,18.481847270676514,1,large,4.0,0,1,0,0,0,0,0,0,0,0
76bfdfaa-fb19-43ec-b62a-733e8264c61a,none|none,cn-standard,258399-2025,False,32014L0024,HRV,EUR,7f25bc19-227f-4fd9-9369-7a71489d5224,EUR,626800.84,,,,,,,,,exg-crim-part|exg-crim-corrpt|exg-crim-fraud|exg-crim-terror|exg-crim-laund|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc,inc|inc,,,,,,,,,,,,,,,,,EUR,626800.84,626800.84,False,13.348385725005322,0,,,1,0,0,0,0,0,0,0,0,0
9ef43082-97f7-45c9-8a74-e60eaf981f02,,cn-standard,258400-2025,,32014L0023,FRA,EUR,cec75d6b-55f9-4f38-87b8-43590c3d9f71,EUR,3700000.0,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,3700000.0,3700000.0,False,15.123843647884687,0,,,1,0,0,0,0,0,0,0,0,0
89dadda0-48ac-45ad-9c8d-f933e488d98a,,pin-only,258401-2025,,32014L0024,DEU,,,,,,,,other,,,,,,,,,,,,"['Wettbewerbliches Ausschreibungsverfahren gemäß Artikel 5 Abs. (3) VO (EG) Nr. 1370/2007 in Verbindung mit §§ 131 Abs. (1), 119 Abs. (5) GWB, § 17 VgV']",,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,1,0,0,0,0,0,0
bf5dfe6b-c744-434b-8e02-4cc0931039f1,none|none|none|none|none|none|none|none,cn-standard,258402-2025,False,32014L0024,SVN,,97bbf8a4-ce9f-432b-a08a-13e909b633ee,,,,,,,,,,,,n-inc|n-inc|n-inc|n-inc|n-inc|n-inc|n-inc|n-inc,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
19c98619-95c3-4793-ac6b-9466f908c81b,,cn-desg,258403-2025,,other,ITA,,6ef9c12f-0800-473c-b768-43de538ce3d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,0,0,0,1,0,0
77488dd8-4f8f-45d2-94cc-15ade40ac502,none,can-standard,258404-2025,,32014L0024,DEU,,0e62794f-9862-40c2-ac48-4e1d3fa2bc9f,,,medium,DEU,selec-w,vob-a-eu,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,1,medium,3.0,0,1,0,0,0,0,0,0,0,0
c3af8020-9b88-4ef2-bcc2-be950811b655,none,cn-standard,258406-2025,False,32014L0024,SWE,SEK,8e650ba5-3d59-44ce-b2fc-45d8fba1aaaf,SEK,20000000.0,,,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,SEK,1739999.9999999998,1739999.9999999998,False,14.36939624590319,0,,,1,0,0,0,0,0,0,0,0,0
407b8e12-5b02-467a-b765-0c6b92f08470,none|none|none,can-standard,258407-2025,False,32014L0024,FRA,,ce0dfbcb-6645-4d87-9973-9a1eb95b2d68,,1047441.0,large|large|large,FRA|FRA|FRA,selec-w|selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,1047441.0,1047441.0,False,13.861861559317058,3,large,4.0,0,1,0,0,0,0,0,0,0,0
f286561c-f7ef-43dd-bd6a-fa4cc0cb0e95,none,cn-standard,258408-2025,,32014L0024,FIN|FIN,,873e8f4c-8d9b-4689-84bf-7efaa63142a8,,,,,,,,,,,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay|nati-ground|envir-law|socsec-law|labour-law|partic-confl|prep-confl|sanction|misrepresent|bankruptcy|insolvency|cred-arran|bankr-nat|liq-admin|susp-act|prof-misconduct|distorsion,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
08caec75-b48c-4c45-a138-7612072ab1e6,none,can-standard,258409-2025,,32014L0024,ITA,EUR,d8be4010-2689-4c04-bdd0-9de05d7ec07c,EUR,777392.66,,,selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,777392.66,777392.66,False,13.563702141977243,0,,,0,1,0,0,0,0,0,0,0,0
472041c1-93e8-4e71-ab0b-6778fc2ac061,none,veat,258410-2025,,32014L0024,NLD,,e71d8091-c9c0-433b-85ea-ac70588824bf,,1.0,sme,,,,,,non-contr,,,,,,,,,,,,,"['Deze aankondiging wordt enkel gebruikt om de voorgenomen procedurekeuze vooraf bekend te stellen aan de markt teneinde belanghebbenden in de gelegenheid te stellen om eventuele bezwaren kenbaar te maken. Indien belanghebbenden, ondanks bijgevoegde motivering, bezwaar wensen aan te tekenen tegen bovengenoemd voornemen, dienen zij binnen een termijn van 20 kalenderdagen na publicatie van deze aankondiging een met reden omkleed bezwaar tegen de voortzetting van deze procedure in te dienen. Indien er gedurende deze termijn geen bezwaar kenbaar is gemaakt, vervallen de rechten van ondernemingen om nog op te komen tegen de voorgenomen procedure. Om te kunnen blijven voldoen aan de eisen die op dit moment aan hoogwaardig onderzoek worden gesteld is de afdeling Medische Biologie, Core faciliteit Microscopie op zoek naar een microscopie-opstelling. Deze uitbreiding is essentieel ten behoeve van downstream multi-omics analyses, en maakt tevens meerdere geavanceerde analyses mogelijk. Uit marktonderzoek is gebleken dat uitsluitend Leica in staat is om te voldoen aan zowel de technische vereisten als de noodzakelijke compatibiliteit met de bestaande microscopen en de bijbehorende infrastructuur. De opstelling moet tenminste voldoen aan de onderstaande criteria: De gewenste oplossing die downstream multi-omics analyse mogelijk maakt, bestaat uit een geïntegreerde configuratie van multiplex confocale resolutiemicroscopie, gerobotiseerde multiplex imaging en laser microdissectiemicroscopie (LMD), geconnecteerd door functionele AIVIA-software. Deze opstelling biedt unieke technische mogelijkheden voor de isolatie van gemarkeerde cellen ten behoeve van downstream analyses. De technische uitzonderlijkheid van deze oplossing komt tot uiting in de volgende componenten: 1. Multiplex confocale microscopie met een witlichtlaser (WLL) van 485–685 nm, een NIR-extensie tot 790 nm, een 405 nm UV-laser voor fluorescente dyes zoals DAPI en Hoechst, vrije excitatie en spectrale detectie, AI-gestuurde data-analyse en de mogelijkheid tot simultane detectie van meer dan 15 verschillende fluoroforen , gecombineerd met real-time unmixing. 2. Gerobotiseerde multiplex imaging, die automatische kleuring van meer dan 60 markers ondersteunt en 15 preparaten per cyclus kan verwerken. 3. Software als overkoepelend platform waarmee gemarkeerde cellen automatisch worden herkend, gevolgd en geïsoleerd via LMD. 4. Volledige compatibiliteit met de bestaande (wagenpark) infrastructuur binnen het Amsterdam UMC, waardoor een schaalbare, geïntegreerde en toekomstbestendige onderzoeksinfrastructuur wordt gerealiseerd, in lijn met de ambities van het Amsterdam UMC en het LCAM.']",,,,,,,EUR,1.0,1.0,False,0.6931471805599453,1,sme,2.5,0,0,1,0,0,0,0,0,0,0
04f37f95-3d40-4722-bffe-f7d88751bce5,none,cn-standard,258411-2025,False,32014L0024,LUX,,6dfc0e9c-ff54-413e-a456-8c6fd7ebf863,,,,,,,,,,,crime-org|corruption|terr-offence|finan-laund|human-traffic|socsec-pay|tax-pay,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
ae4f3533-60a0-4d8d-ac85-46b4b9357d5b,,cn-standard,258412-2025,,32014L0023,FRA,EUR,17c0f7c9-de84-4764-bebb-633af9ebd138,EUR,360000000.0,,,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,EUR,360000000.0,41537332.48450003,True,19.701614592192207,0,,,1,0,0,0,0,0,0,0,0,0
cf73ac37-8572-484a-87f4-6725cdabb819,none,cn-standard,258413-2025,False,32014L0024,FRA,,3f4d3ad8-8cb8-49dd-8822-97ce0d6a2c3b,,,,,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
01388cde-4de8-4f89-8d8a-e31642743833,none,cn-standard,258414-2025,False,32014L0024,IRL,,58e61614-6df0-4b43-a102-4d63e2044341,EUR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.0,1.0,False,0.6931471805599453,0,,,1,0,0,0,0,0,0,0,0,0
6ffae205-ff8d-4178-8dcf-8c5619f18e18,none|none,cn-standard,258415-2025,,32014L0024,FRA,EUR,5845060e-218f-4358-8b34-4f8bbecaca45,,,,,,,,,,,corruption,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
9f026b94-80ed-4e81-8c3d-8576f4551887,none,cn-standard,258416-2025,False,32014L0024,FRA,EUR,3156ea8a-a2e1-4c53-85a8-b3dcaabafe83,EUR,1000000.0,,,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,EUR,1000000.0,1000000.0,False,13.815511557963774,0,,,1,0,0,0,0,0,0,0,0,0
425883ef-827c-470e-8e79-5fedd99a868e,none|none,can-standard,258417-2025,False,32014L0024,ITA,EUR,425883ef-827c-470e-8e79-5fedd99a868e,EUR,27427000.0,,,selec-w|selec-w,,,,,,,,,,,27427000.0,,,,,,,,,,,,,EUR,27427000.0,27427000.0,False,17.12703852408927,0,,,0,1,0,0,0,0,0,0,0,0
267331bf-5179-4cf3-a2f8-bcedb1354e47,none,can-standard,258419-2025,False,32014L0024,SWE,,64827062-4652-44f1-8baa-5458cb6c69bf,SEK,7055000.0,,,selec-w,,,,,,,,,,,,,,,,,,,,,,,,SEK,613785.0,613785.0,False,13.327401612175164,0,,,0,1,0,0,0,0,0,0,0,0
53666c27-5bf2-48a6-b437-491f9483557c,none|none|none,cn-standard,258420-2025,False,32014L0024,FRA,EUR,11ac3f4f-fb53-487f-9868-3e3fdf04b91e,,,,,,,,,,,nati-ground,,,False|False|False,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
b6a50ca7-ccdf-4287-973d-569edba0514f,none,can-standard,258421-2025,False,32014L0024,ITA,EUR,b6a50ca7-ccdf-4287-973d-569edba0514f,EUR,584082.27,,,selec-w,,,,,,,n-inc,,,,,,,,,,,,,,,,,EUR,584082.27,584082.27,False,13.27779883726244,0,,,0,1,0,0,0,0,0,0,0,0
ed566d66-196c-43ed-9959-25cfafa5eae6,none,cn-standard,258422-2025,False,32014L0024,GRC,EUR,8be8e953-2c55-4c43-a454-ee6bb925696e,EUR,420000.0,,,,,,,,,exg-crim-part|exg-crim-corrpt|exg-crim-fraud|exg-crim-terror|exg-crim-laund|exg-crim-traffick|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-mis-bre-lab-law|exg-sitn-cred-arran|exg-sitn-other|exg-sitn-liq-admin|exg-sitn-bankr|exg-mis-distortion|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-misconduct|exg-mis-misrepresent|exg-mis-bre-soc-law|exg-mis-bre-env-law,,,,,,,,,,,,,,,,,,EUR,420000.0,420000.0,False,12.948012371209098,0,,,1,0,0,0,0,0,0,0,0,0
eb91ae45-9b1e-4e8f-998f-66ed70002a0d,none,cn-standard,258424-2025,False,32014L0025,CZE,CZK,4f487bff-01e5-468a-831a-552970cc68d1,CZK,1.0,,,,32014L0025|134/2016 Sb.,,,,,,,"['Směrnice Evropského parlamentu a Rady 2014/25/EU ze dne 26. února 2014 o zadávání zakázek subjekty působícími v odvětví vodního hospodářství, energetiky, dopravy a poštovních služeb a o zrušení směrnice 2004/17/ES', 'Zákon o zadávání veřejných zakázek']",,,,,,,,,,,,,,,,CZK,0.039,0.039,False,0.03825871211709034,0,,,1,0,0,0,0,0,0,0,0,0
955c4b7b-d88a-4e85-a719-6786d4dc7972,none,can-standard,258425-2025,False,32014L0024,ITA,EUR,1488a86f-7219-4172-aea9-c7c20c6d454c,EUR,699840.0,,,selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,699840.0,699840.0,False,13.458608445367553,0,,,0,1,0,0,0,0,0,0,0,0
a0603474-969a-4f3e-bf46-b1bfaca512f3,none|none|none|none,can-standard,258426-2025,,32014L0024,BEL,,d1b94530-d628-45e0-a1d6-0a16c571731f,,509156.62,large|large|large,,selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,509156.62,509156.62,False,13.140512913607823,3,large,4.0,0,1,0,0,0,0,0,0,0,0
3d568498-97c0-4605-aa55-81826c8c4452,none|none|none|none|none|none|none,cn-standard,258427-2025,False,32014L0024,LTU,EUR,4869b2b1-52dc-4928-a481-a31ba2b60c3e,EUR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.0,0.0,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
28f756a5-53a7-478f-8bf4-580efbfde0e1,,cn-standard,258428-2025,False,32009L0081,DEU,,53d5a70b-a331-42bf-8bec-4573aa8f500b,,,,,,vsvgv,,,,,exg-mis-misconduct,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
749cec4b-d1f7-4d79-b10b-5be9a3c94711,none|none|none|none|none|none|none,cn-standard,258430-2025,False,32014L0024,HRV,EUR,6abd0204-0570-4df0-952a-f74af2ad3784,EUR,536500.0,,,,,,,,,exg-crim-part|exg-crim-corrpt|exg-crim-fraud|exg-crim-terror|exg-crim-laund|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc,n-inc|n-inc|n-inc|n-inc|n-inc|n-inc|n-inc,,,,,,,,,,,,,,,,,EUR,536500.0,536500.0,False,13.192823704984052,0,,,1,0,0,0,0,0,0,0,0,0
8b21608d-3349-410d-9974-67effc7837a2,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,can-standard,258431-2025,False,32014L0024,BEL,,b1bb0cae-b6dc-4902-ac32-9365c1aa80df,EUR,2000000.0,,,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|clos-nw|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,2000000.0,2000000.0,False,14.508658238524095,0,,,0,1,0,0,0,0,0,0,0,0
5b0deb0e-1ba8-40d4-a837-34ce6cebb027,none,pin-cfc-standard,258432-2025,,32014L0024,GRC,EUR,7f26c9e8-180f-497b-9044-f6df0102ab6d,EUR,750000.0,,,,,,,,,exg-crim|exg-pmt|exg-mis-bre-lab-law|exg-mis-bre-soc-law|exg-mis-distortion|exg-mis-bre-env-law|exg-sitn-bankr|exg-mis-sanction|exg-mis-misconduct|exg-mis-misrepresent|exg-sitn-other,,,,,,,,,,,,,,,,,,EUR,750000.0,750000.0,False,13.527829818844937,0,,,0,0,0,0,0,0,1,0,0,0
af8a048c-c173-4e7a-8fca-a6a64351ad66,none,can-standard,258433-2025,False,32014L0024,IRL,,1a21e1e8-93cd-47c2-931c-2d0ce3e0c8dc,,479232.0,,,selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,479232.0,479232.0,False,13.079942188186932,0,,,0,1,0,0,0,0,0,0,0,0
586983e4-889c-42bd-85fc-62c1994a64ad,none,can-standard,258437-2025,False,32014L0024,FRA,,4cd5c811-2b52-44ec-8de0-718a290b278c,EUR,185836.16,large,FRA,selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,185836.16,185836.16,False,12.132626085364542,1,large,4.0,0,1,0,0,0,0,0,0,0,0
afdb643d-93d4-4225-98b6-fb8fe79e4882,none,cn-standard,258438-2025,False,32014L0024,ITA,EUR,33e662dc-bbe5-4476-a2e8-1520373674de,EUR,1099485.04,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1099485.04,1099485.04,False,13.91035339221604,0,,,1,0,0,0,0,0,0,0,0,0
49f85e6d-4e59-4561-85f0-ebb05c8faf5b,none,cn-standard,258439-2025,,32014L0024,FRA,,3f799d67-c0ce-441e-93f7-278dd2d16a55,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
a9ea293d-cfd2-4308-83b7-64b6401f6a8e,none,can-standard,258441-2025,False,32014L0024,POL,,397e3430-ec3d-40f5-a8b2-2877899d99db,,,,,clos-nw,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
08959be0-9388-4109-9da0-b971bc71707c,none,can-standard,258442-2025,,32014L0024,POL,,51968672-32a4-44c1-bae5-a3ffff1cd98d,,40000.0,small,,selec-w,,,,unsuitable,,,,,,,,,,,,,,"['Postępowanie na wykonywanie usług obsługowo – naprawczych (z wyłączeniem serwisowania i naprawy pojazdów będących w okresie gwarancji, napraw blacharsko – lakierniczych, napraw dodatkowego wyposażenia niefabrycznego) pojazdów marki Jelcz w m. Gdańsk dla części nr 2 (nr ref. ZP-47/2024), zostało unieważnione ponieważ nie złożono żadnej oferty niepodlegającej odrzuceniu w zakresie ww. części. W związku z powyższym proponuję udzielić zamówienia na podstawie art. 214 ust. 1 pkt 6 ustawy Pzp, o treści: Zamawiający może udzielić zamówienia w trybie zamówienie z wolnej ręki, jeżeli w postępowaniu prowadzonym uprzednio w trybie przetargu nieograniczonego albo ograniczonego nie wpłynął żaden wniosek o dopuszczenie do udziału w postępowaniu albo wszystkie wnioski o dopuszczenie do udziału w postępowaniu zostały odrzucone na podstawie art. 146 ust. 1 pkt. 2 albo nie zostały złożone żadne oferty albo wszystkie oferty zostały odrzucone na podstawie art. 226 ust. 1 pkt. 2 lub, ze względu na ich niezgodność z opisem przedmiotu zamówienia, na podstawie art. 226 ust. 1 pkt. 5, a pierwotne warunki zamówienia nie zostały w istotny sposób zmienione.']",,,,,,EUR,40000.0,40000.0,False,10.596659732783579,1,small,2.0,0,1,0,0,0,0,0,0,0,0
2821a20b-eb91-4127-a6cf-22f2ae097bd6,none,cn-standard,258444-2025,False,32014L0024,NLD,EUR,49418da4-3efb-445b-bc50-996a2c03abc1,EUR,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,900000.0,900000.0,False,13.710151153416941,0,,,1,0,0,0,0,0,0,0,0,0
f49dbdf4-a8c5-4019-80c7-784da7a892e2,none,can-standard,258445-2025,False,32014L0024,LUX,,6a5c005f-79a9-4cab-a86a-f24b3c021214,,546332.5,,,selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,546332.5,546332.5,False,13.210984874121873,0,,,0,1,0,0,0,0,0,0,0,0
3be84437-fb75-4bb6-a48d-ffd01d3fb55e,none,can-standard,258446-2025,,32014L0024,CHE,,a68a2ea3-918d-4ec0-ace7-91710bbb7849,,21400618.1,large,,selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,21400618.1,21400618.1,False,16.87893040948016,1,large,4.0,0,1,0,0,0,0,0,0,0,0
cb27ff7e-adab-4e59-9170-a4bdb4c06a32,none|none|none|none|none,can-standard,258447-2025,,32014L0024,POL,,428abed2-e855-48a0-a7f0-89ce50b37b32,,6236886.0,medium|small|small,,selec-w|selec-w|selec-w|selec-w|selec-w,art. 132 ustawy Pzp,,,,,,,,,,,,,,,,,,,,,,,EUR,6236886.0,6236886.0,False,15.645991737659347,3,medium,3.0,0,1,0,0,0,0,0,0,0,0
7d4fd4f7-8b1d-4d0e-9694-511136142f62,none,can-standard,258448-2025,,32014L0024,NLD,EUR,96d1e1e0-0f25-407b-9836-dfa2f38bc33a,EUR,20000000.0,,,selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,20000000.0,20000000.0,False,16.811242881518265,0,,,0,1,0,0,0,0,0,0,0,0
