notice-identifier,dps-usage-lot,notice-type,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,estimated-value-cur-lot,procedure-identifier,estimated-value-cur-proc,total-value,exclusion-grounds,winner-size,winner-selection-status,no-negocaition-necessary-lot,legal-basis-proc,winner-owner-nationality,framework-value-notice,direct-award-justification-text-proc.lit,direct-award-justification-proc,legal-basis-text.ces,accessibility-lot,legal-basis-text.pol,framework-buyer-categories-lot.hrv,direct-award-justification-text-proc.deu,direct-award-justification-text-proc.ces,legal-basis-text.deu,direct-award-justification-text-proc.spa,direct-award-justification-text-proc.fin,direct-award-justification-text-proc.ron,direct-award-justification-text-proc.nld,framework-buyer-categories-lot.fra,direct-award-justification-text-proc.bul,subcontracting-percentage,subcontracting-value,direct-award-justification-text-proc.ell,currency,total-value-eur,total-value-eur-capped,is_outlier,total-value-eur-log,bidder-count,primary-bidder-size,bidder-size-numeric,notice_is_cn-standard,notice_is_can-standard,notice_is_can-modif,notice_is_can-social,notice_is_veat,notice_is_pin-only,notice_is_pin-rtl,notice_is_cn-social
00c07cd1-7f0f-4563-bafe-0138609f3777,none|none|none|none,can-standard,269998-2025,,32014L0024,FRA,,3e77c9bd-bb87-48f1-9741-e524c0b31167,,,,,clos-nw|clos-nw|clos-nw|clos-nw,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0
1d9f4f96-7c66-45d6-ac75-b10bfc231541,none,can-standard,269999-2025,,32014L0024,CHE,,f3e9a58b-1a39-4a70-8b28-005dca5d0340,,185061.1,,large,selec-w,,,,,,,,,,,,,,,,,,,,,,,EUR,185061.1,185061.1,False,12.128446723409663,1,large,4.0,0,1,0,0,0,0,0,0
f2b855dc-7db4-4d29-b617-3722e0093207,none|none,can-standard,270000-2025,False,32014L0024,DEU,EUR,6ff3e16f-8bb6-43d7-b74f-6e06fbc4cdba,EUR,380000.0,,,selec-w|selec-w,,vgv,,,,,,,,,,,,,,,,,,,,,EUR,380000.0,380000.0,False,12.847929163278053,0,,,0,1,0,0,0,0,0,0
de48cecf-9d01-4127-9967-4801ed0fff8c,none,can-standard,270001-2025,,32014L0024,ESP,,994abe68-810e-47e2-9f1f-f8edb3d72939,EUR,786814.92,,sme,selec-w,,,,,,technical,,,,,,,,['El presente procedimiento requiere de negociación para adjudicar la necesidad del contrato al licitador justificadamente elegido por el órgano de contratación. Ver Pliego de Cláusulas Administrativas'],,,,,,,,,EUR,786814.92,786814.92,False,13.575749599151008,1,sme,2.5,0,1,0,0,0,0,0,0
2ed17f2f-fbd4-438c-8180-b400a9503162,,can-modif,270002-2025,,32014L0024,CZE|CZE,,048c8b55-2232-46ff-a964-d9bb0606a9e0,,426455839.47,,,,,32014L0024,,,,,['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES'],,,,,,,,,,,,,,,,EUR,426455839.47,23506828.500000007,True,19.871019380191946,0,,,0,0,1,0,0,0,0,0
b5238cad-f62b-48ba-a461-18e041a49dbc,none,cn-standard,270003-2025,False,32014L0024,FRA,EUR,b97330d3-a46a-46d6-ab60-6aeceb039f16,EUR,2600000.0,nati-ground,,,False,,,,,,,,,,,,,,,,,,,,,,EUR,2600000.0,2600000.0,False,14.77102238760702,0,,,1,0,0,0,0,0,0,0
7ab9dbdd-a3ff-4353-9234-9a2f1d4c0ff2,none,can-standard,270005-2025,,32014L0025,LTU,,7df843e8-0f87-469e-a701-575c379d14f8,,100000.0,,,selec-w,,,,100000.0,,,,,,,,,,,,,,,,,,,EUR,100000.0,100000.0,False,11.51293546492023,0,,,0,1,0,0,0,0,0,0
e156cfd7-7d70-491a-aac6-4b52af5ec213,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,270006-2025,False,32014L0025,GRC,EUR,417817f7-b25c-4209-9930-bebc48f0d379,EUR,2579587.25,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2579587.25,2579587.25,False,14.763140351138222,0,,,1,0,0,0,0,0,0,0
444d826e-e620-45eb-a7a3-23e9cd08e17d,none,cn-standard,270007-2025,False,32014L0024,NLD,,b2a89e75-91e0-4a5e-bfbc-18949388a574,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
69749e92-8047-4040-affe-b2143fcc4274,none|none,cn-standard,270008-2025,False,32014L0024,CZE,,d5c47a6e-5950-4602-9f10-6b8a7703558a,CZK,19200000.0,,,,,32014L0024,,,,,['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES'],,,,,,,,,,,,,,,,CZK,748800.0,748800.0,False,13.526228539614713,0,,,1,0,0,0,0,0,0,0
be0afe18-302e-4bd6-ace4-35ab26f28f31,none,can-standard,270009-2025,,32014L0024,CZE,CZK,0c141ba0-0980-41e8-bf40-450f555d768f,CZK,408828.0,,sme,selec-w,,32014L0024,,,,,['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES'],,,,,,,,,,,,,,,,CZK,15944.292,15944.292,False,9.676918892227246,1,sme,2.5,0,1,0,0,0,0,0,0
c83119f7-58a5-4ef2-bc75-95f659d5f2d7,none,cn-standard,270010-2025,False,32014L0024,ESP,,37b116f4-0b90-4698-85e9-aeee73746c39,EUR,250000.0,exg-sitn-other|exg-sitn-bankr|exg-crim-corrpt|exg-sitn-cred-arran|exg-crim-part|exg-mis-distortion|exg-mis-bre-env-law|exg-crim-laund|exg-crim-fraud|exg-crim-traffick|exg-sitn-insolvency|exg-mis-bre-lab-law|exg-sitn-liq-admin|exg-mis-misrepresent|exg-natl-bre-nat-law|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-misconduct|exg-mis-sanction|exg-mis-bre-soc-law|exg-pmt-bre-ssc|exg-sitn-as-susp|exg-pmt-bre-tax|exg-crim-terror|exg-mis-off-cond|exg-mis-unrel-sec,,,,,,,,,,,,,,,,,,,,,,,,,EUR,250000.0,250000.0,False,12.429220196836383,0,,,1,0,0,0,0,0,0,0
a3b52afa-ccb3-4479-8bbc-85b5b1c339a0,none,cn-standard,270011-2025,,32014L0024,DEU,,2d833b19-3c23-4043-bae9-267cf953603c,,,bankr-nat,,,,vgv,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
3a4133c2-7eb2-4dd7-854f-3bf7ea959acb,none,cn-standard,270013-2025,False,32014L0024,FRA,EUR,d4fc03bf-6c9d-4b66-a668-e24b3f6bafe0,EUR,3200000.0,nati-ground,,,,,,,,,,,,,,,,,,,,,,,,,EUR,3200000.0,3200000.0,False,14.978661680269907,0,,,1,0,0,0,0,0,0,0
6d2c9079-1168-4b66-b7d2-decabfdf9dde,,veat,270014-2025,,32014L0024,FIN,,09758b26-5812-431b-9c28-ec0072fc3b81,,397000.0,,,,,,,,,technical,,,,,,,,,"['Suorahankintaperuste on HL 40 § 2 mom. 2 kohdan mukaan Teknisestä tai yksinoikeuden suojaamiseen liittyvästä syystä vain tietty toimittaja voi toteuttaa hankinnan; lisäedellytyksenä on, että järkeviä vaihtoehtoisia tai korvaavia ratkaisuja ei ole eikä kilpailun puuttuminen johdu hankinnan ehtojen keinotekoisesta kaventamisesta. Laitteessa ei voi käyttää toisen valmistajan reagensseja.']",,,,,,,,EUR,397000.0,397000.0,False,12.891694078557842,0,,,0,0,0,0,1,0,0,0
1857b7de-d6be-4643-9db0-cefd8b16ca75,none,cn-standard,270016-2025,False,32014L0024,DEU,,b6b70855-d8e3-475d-8881-1ba48bfda73e,EUR,4178875.0,exg-natl-bre-nat-law|exg-crim-part|exg-crim-terror|exg-crim-laund|exg-crim-fraud|exg-crim-corrpt|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-env-law|exg-mis-bre-soc-law|exg-mis-bre-lab-law|exg-sitn-insolvency|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-mis-misconduct|exg-mis-distortion|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-sanction|exg-mis-misrepresent,,,,vgv,,,,,,,,,,,,,,,,,,,,,EUR,4178875.0,4178875.0,False,15.245552868819448,0,,,1,0,0,0,0,0,0,0
1b7d6132-3a19-4a84-af75-c8fdcb0ee739,none|none,can-standard,270017-2025,False,32014L0024,ESP,EUR,e307d9ba-bc27-40d4-9ccb-76dce2b18951,EUR,653296.7,,small|small,selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,EUR,653296.7,653296.7,False,13.38978820023486,2,small,2.0,0,1,0,0,0,0,0,0
e27da954-9094-4c1f-903e-fee92cbe5323,none|none|none,cn-standard,270018-2025,False,32014L0025,HRV,EUR,5a5a01a8-4bdf-4c86-ba76-7b895708cf7e,EUR,170000.0,exg-crim-part|exg-crim-corrpt|exg-crim-fraud|exg-crim-terror|exg-crim-laund|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc,,,,,,,,,,n-inc|n-inc|n-inc,,,,,,,,,,,,,,,EUR,170000.0,170000.0,False,12.04355959836804,0,,,1,0,0,0,0,0,0,0
75e4585c-3c89-46a1-b979-cb3d5ba7d6d1,none,cn-standard,270019-2025,False,32014L0024,DEU,,ed83bdb6-4a11-422d-89fd-dbdc3724a1ea,,,nati-ground,,,,vob-a-eu,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
7ca29374-cc7f-4597-84c7-c96c287c4cd1,none|none|none|none,can-standard,270020-2025,False,32014L0025,DEU,,30c540c2-14e9-4d93-a6d4-7bf67e15d89f,,0.0,,large,selec-w|selec-w|selec-w|selec-w,,sektvo,,,,,,,,,,,,,,,,,,,,,EUR,0.0,0.0,False,0.0,1,large,4.0,0,1,0,0,0,0,0,0
9e82a230-e257-4959-ba73-8ee60f6ef642,none,can-standard,270021-2025,,32014L0024,ESP,,3e403890-c133-43d3-a38f-78fb1a78e8fb,,288341.34,,large,selec-w,,,ESP,,,,,,,,,,,,,,,,,,,,EUR,288341.34,288341.34,False,12.571903733752261,1,large,4.0,0,1,0,0,0,0,0,0
619a70fe-e4b8-49e0-9538-225af73a6f55,none|none|none|none,cn-standard,270022-2025,False,32014L0024,ESP,EUR,c5ca0784-9c01-40c8-af4e-e6808100c56f,EUR,809468.0,exg-mis-bre-lab-law,,,,,,,,,,,,,,,,,,,,,,,,,EUR,809468.0,809468.0,False,13.604133756122568,0,,,1,0,0,0,0,0,0,0
1cfd2bc0-25de-42ed-8c3e-5c1386d19594,none|none|none|none|none|none|none|none|none|none|none|none,can-standard,270023-2025,False,32014L0024,FRA,,8ff944d1-4ff0-40f1-a960-bf9571ffe077,,,,sme|sme|large|large|large|large|large|large|sme|sme|sme|sme,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,,FRA|FRA|FRA|FRA|FRA|FRA|FRA|FRA|FRA|FRA|FRA|FRA,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,12,sme,2.5,0,1,0,0,0,0,0,0
90deb5a4-4b7c-4275-8008-68be829f7ddf,none|none|none|none,can-standard,270024-2025,,32014L0024,ROU,,07b66553-6727-4882-b9d1-3dc502b1c680,,460618.81,,medium|medium|small|medium,selec-w|selec-w|selec-w|open-nw,,,,529909.2,,,,,,,,,,,,,,,,,,,EUR,460618.81,460618.81,False,13.040328274562397,4,medium,3.0,0,1,0,0,0,0,0,0
e81153ca-3835-45a6-a971-e6efe53ddffe,none,cn-standard,270025-2025,False,32014L0024,CZE,,f14985f6-f1df-47da-8647-d638278b6940,,,,,,,32014L0024,,,,,['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES'],n-inc,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
f0519624-8530-4d71-8a07-d37df75fb214,none,cn-standard,270026-2025,False,32014L0024,BGR,BGN,72b4661a-517c-46ea-b86e-efc39dcde32c,BGN,134259.71,exg-crim-part|exg-crim-corrpt|exg-crim-fraud|exg-crim-terror|exg-crim-laund|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-env-law|exg-mis-bre-soc-law|exg-mis-bre-lab-law|exg-mis-prep-confl|exg-mis-partic-confl|exg-mis-misrepresent|exg-natl-bre-nat-law|exg-sitn-bankr|exg-sitn-insolvency|exg-sitn-cred-arran|exg-sitn-other|exg-sitn-liq-admin|exg-sitn-as-susp|exg-mis-distortion|exg-mis-sanction,,,,,,,,,,n-inc,,,,,,,,,,,,,,,BGN,68472.4521,68472.4521,False,11.134201388545362,0,,,1,0,0,0,0,0,0,0
0df999f2-7136-4dec-85f8-155e047c79fe,none|none|none|none|none,cn-standard,270027-2025,,32014L0024,FRA,,334a6db7-1d9c-412f-85d5-506e4c6b1165,,,nati-ground,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
2f1ed382-f74a-4c9d-907f-7269471006ff,none|none,can-standard,270028-2025,,32014L0024,ROU,,5400849a-a22c-42e0-b028-e5f892dd1a4a,,667710.28,,large,selec-w|selec-w,,,,909296.22,,,,,,,,,,,,,,,,,,,EUR,667710.28,667710.28,False,13.411611143517849,1,large,4.0,0,1,0,0,0,0,0,0
ee196501-d8b4-4134-b610-e80a8d0cb3a4,none,can-standard,270029-2025,,32014L0024,LVA,,7f50c4d3-f060-4783-b121-f84734e852e6,,313526.19,,large,selec-w,,https://eur-lex.europa.eu/eli/dir/2014/24/oj,,,,,,,,,,,,,,,,,,,,,EUR,313526.19,313526.19,False,12.655641365756763,1,large,4.0,0,1,0,0,0,0,0,0
c9af9408-c4d2-4fd8-8da4-a3ac022db767,none,can-standard,270030-2025,False,32014L0024,DEU,,e0ef6f32-a3d9-4486-9ad2-b3e6de3f258e,,1110885.0,,medium,selec-w,,vgv,BEL,,,,,,,,,,,,,,,,,,,,EUR,1110885.0,1110885.0,False,13.920668453095947,1,medium,3.0,0,1,0,0,0,0,0,0
b1efcdbb-b137-413c-a9f6-c2b6c965a0a2,none,cn-standard,270031-2025,False,32014L0024,GRC,EUR,772359f9-fc79-487a-97c4-34ad236ebb02,EUR,990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,990000.0,990000.0,False,13.805461232211272,0,,,1,0,0,0,0,0,0,0
d723817c-aa3a-4e60-8a4d-3728932a9769,none,can-standard,270032-2025,,32014L0024,BGR,BGN,fb4010dc-9b48-4274-b82a-2437e99422a6,BGN,154651.54,,sme,selec-w,,,,154651.54,,,,n-inc-just,,,,,,,,,,,,,,,BGN,78872.28540000001,78872.28540000001,False,11.275597861413893,1,sme,2.5,0,1,0,0,0,0,0,0
729c2591-56ee-4cfd-97fe-bae6165b709c,none,cn-standard,270033-2025,,32014L0024,FRA,,8f61e47b-9c72-4f45-b6b7-eb5abc209d18,,,nati-ground,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
e94aadad-dd9b-4c35-83c9-0f1d5d4937b4,none|none|none|none|none|none|none|none|none,cn-standard,270034-2025,False,32014L0024,FRA,,863dae48-0521-47ae-8d6c-918dd21a3f8e,,,nati-ground,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
9b5f6dec-362f-468e-bea6-30773992d696,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,can-standard,270035-2025,False,32014L0024,PRT,EUR,9929b4da-6211-4e22-8da8-67f19143e292,EUR,25436.0,,large|large|large|large|large|large,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,EUR,25436.0,25436.0,False,10.143960085972113,6,large,4.0,0,1,0,0,0,0,0,0
3f8f5406-5602-42f4-806c-7f30af2ae164,none,can-standard,270036-2025,False,32014L0024,DEU,,41089b2f-f391-4c0d-9ee7-977a05347d52,,151404.33,,medium,selec-w,,vob-a-eu,DEU,,,,,,,,,,,,,,,,,,,,EUR,151404.33,151404.33,False,11.927715824121426,1,medium,3.0,0,1,0,0,0,0,0,0
d2dfe591-02db-4242-9b6b-49bfb475844c,dps-list,can-standard,270037-2025,,32014L0024,CZE,CZK,49ef2bfd-0bd1-4635-9822-ca6bb51c0d4c,CZK,9929820.53,,sme,selec-w,,134/2016 Sb.|32014L0024,,,,,"['Zákon o zadávání veřejných zakázek', 'Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES']",,,,,,,,,,,,,,,,CZK,387263.00067,387263.00067,False,12.866861911712078,1,sme,2.5,0,1,0,0,0,0,0,0
aba77a6a-ef7d-4f84-ae42-64e1a66d6f97,none,can-standard,270039-2025,False,other,POL,,81181f22-18a3-43c9-a4a4-b7f1cb9bee20,,,,,selec-w,,Art. 132 ustawy Prawo Zamówień Publicznych,,,,,,,['przetarg nieograniczony'],,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0
fad575af-7496-4526-b94b-612ac43416d6,none,can-standard,270040-2025,False,32014L0024,FIN,,ecb3dd29-5716-4024-8631-66ac9b969749,,304200.0,,,selec-w,,,,,,,,,,,,,,,,,,,,,,,EUR,304200.0,304200.0,False,12.625443946112906,0,,,0,1,0,0,0,0,0,0
6e941761-c54e-4c3d-a93d-60e7215a981a,none,can-standard,270041-2025,,32014L0024,PRT,EUR,ac26c4ea-0598-486a-b899-c024acc77d39,EUR,323.0,,sme,selec-w,,,,,,,,,,,,,,,,,,,,,,,EUR,323.0,323.0,False,5.780743515792329,1,sme,2.5,0,1,0,0,0,0,0,0
cb6b251b-c921-4ae1-ac9b-9eeb2f3e7b6b,none,cn-standard,270042-2025,False,32014L0024,DEU,,82bbafd5-28b8-4dde-acc8-d4d6dfdb69ed,,,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,vgv,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
63525b8c-73a6-417d-8d70-68c05e10c186,none|none,can-standard,270043-2025,,32014L0024,BGR,BGN,dd8c70e5-a2c2-40fd-b371-009d71f147f9,BGN,2000000.0,,,clos-nw|clos-nw,,,,,,,,n-inc|n-inc,,,,,,,,,,,,,,,BGN,1020000.0,1020000.0,False,13.83531416565213,0,,,0,1,0,0,0,0,0,0
2ff286f4-bcbe-4c8e-9ea3-633f3b81f24e,dps-list,can-standard,270044-2025,,32014L0024,EST,,9a5b5050-9e65-4bdb-9649-68d35f6f8152,,9960.0,,,selec-w,,,,,,,,n-inc,,,,,,,,,,,,,,,EUR,9960.0,9960.0,False,9.206432747145165,0,,,0,1,0,0,0,0,0,0
6c3ff845-2717-462a-b64e-818f237d9cbc,,can-modif,270045-2025,,32014L0024,DEU,,55e0c8ee-2015-4a68-b034-946e4e4a55ac,,,,,,,vob-a-eu,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,1,0,0,0,0,0
522bd9d0-95ad-4674-b997-9c133ace6d8b,dps-list,can-standard,270046-2025,,32014L0024,CZE,CZK,5d03ae1e-694f-48c6-a01a-e3e8e6e9d9dd,,245505.0,,sme,selec-w,,134/2016 Sb.|32014L0024,,,,,"['Zákon o zadávání veřejných zakázek', 'Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES']",,,,,,,,,,,,,,,,EUR,245505.0,245505.0,False,12.411076665836596,1,sme,2.5,0,1,0,0,0,0,0,0
3ed25a97-7c06-4d46-86c2-664101366954,none,can-standard,270047-2025,,32014L0024,BEL,,82d8647b-6ca7-4016-b64b-711f56428711,,735584.0,,medium,selec-w,,,,735584.0,,,,,,,,,,,,,,,,,,,EUR,735584.0,735584.0,False,13.508421379987265,1,medium,3.0,0,1,0,0,0,0,0,0
99103ab4-b1bc-4bad-bde3-8ca35de6f412,none,can-standard,270048-2025,,32014L0024,CHE,,f3e9a58b-1a39-4a70-8b28-005dca5d0340,,299273.7,,large,selec-w,,,,,,,,,,,,,,,,,,,,,,,EUR,299273.7,299273.7,False,12.609117159696547,1,large,4.0,0,1,0,0,0,0,0,0
dcc1c561-2db8-48d0-8967-4f2ea3b627e3,none,cn-standard,270049-2025,False,32014L0024,DEU,,5679cb54-146c-48c9-8fa4-bae0e18a886c,,,exg-natl-bre-nat-law|exg-crim-part|exg-crim-terror|exg-crim-laund|exg-crim-fraud|exg-crim-corrpt|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-env-law|exg-mis-bre-soc-law|exg-mis-bre-lab-law|exg-sitn-insolvency|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-mis-misconduct|exg-mis-distortion|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-sanction|exg-mis-misrepresent,,,,vob-a-eu,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
fb3a3edb-2b40-4033-ace4-db6e44818299,none,cn-standard,270050-2025,False,32014L0025,DEU,,a7754ff5-426f-4110-9b7f-f99c60284b8c,,,exg-natl-bre-nat-law,,,,sektvo,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
426fc210-4549-4895-91a8-435d8e2cef85,none,can-standard,270051-2025,,32014L0025,ROU,RON,250a7420-439d-45f7-a0cc-eb719c725f70,RON,1447500.0,,sme,selec-w,,,,1447500.0,,commodity,,,,,,,,,,"['În conformitate cu prevederile art. 117 alin. (1), lit. g) din Legea nr. 99 / 2016 privind achiziţiile sectoriale, entitatea contractanta are dreptul de a aplica procedura de negociere fără invitaţie prealabilă la o procedura concurenţială de ofertare pentru atribuirea contractelor de achiziții sectoriale pentru produsele cotate și achiziționate pe o piața de marfuri, cum ar fi produsele agricole, materiile prime și bursele de energie, in cazul in care structura multilaterala de tranzacționare reglementata si supravegheata garanteaza in mod natural prețurile pieței. În preambulul său, Directiva europeană nr. 25/2014, pct. (61) paragraf 4 prevede ca o procedură de achiziții, alta decât procedura de negociere fără invitaţie prealabilă la o procedură de ofertare, nu este utilă în cazul în care produsele sunt achiziționate direct de pe o piață de mărfuri, inclusiv de pe platforme de tranzacționare pentru mărfuri, cum ar fi produsele agricole, materiile prime și bursele de energie, în cazul în care structura multilaterală de tranzacționare reglementată și supravegheată garantează în mod natural prețurile pieței. Având în vedere faptul că obiectul achiziției îl reprezintă furnizarea de polimeri pentru deshidratare namol si acest produs poate fi tranzacţionat pe piaţa de disponibil, se justifică alegerea procedurii de atribuire pe o piaţă de mărfuri prin aplicarea prevederilor art. 117 alin. (1), lit. g) din Legea nr. 99 / 2016 privind achiziţiile sectoriale.']",,,,,,,RON,289500.0,289500.0,False,12.575914030220655,1,sme,2.5,0,1,0,0,0,0,0,0
12e10731-dd75-4371-970e-c3f7ef3c660a,none,cn-standard,270052-2025,False,32014L0025,DEU,EUR,455a1bee-873f-4bc7-b7e7-19649bf0323b,EUR,4000000.0,exg-natl-bre-nat-law,,,,sektvo,,,,,,,,,,,,,,,,,,,,,EUR,4000000.0,4000000.0,False,15.201805169084134,0,,,1,0,0,0,0,0,0,0
aa2cc160-7e87-42de-a1bf-d3c27c60dda9,none,cn-standard,270053-2025,False,32014L0025,FRA,,a0d998af-1289-454f-8dde-e96438899690,,,nati-ground,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
08762309-27e6-422a-874f-9a0a65213698,none,cn-standard,270054-2025,True,32014L0024,POL,,e6732dfd-e837-4f65-af3d-a6fcd07ae600,,,exg-mis-prep-confl|exg-crim-corrpt|exg-crim-fraud|exg-mis-bre-lab-law|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-natl-bre-nat-law|exg-mis-distortion|exg-crim-traffick|exg-crim-laund|exg-crim-terror|exg-crim-part,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
115edf4d-782f-4fc2-9c9e-860c9b349066,,can-modif,270055-2025,,32014L0024,NLD,,12137f77-a47b-40a7-ab2c-21ed7e08c0e0,,39189667.75,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,39189667.75,23506828.500000007,True,17.483923717728764,0,,,0,0,1,0,0,0,0,0
f9bce075-2429-47b2-83cc-f82ea841a67f,none,can-standard,270058-2025,,32014L0024,NLD,EUR,6a62bfa6-1d6c-43eb-9343-a7ae775901ec,EUR,600000.0,,,selec-w,,,,,,,,,,,,,,,,,,,,,,,EUR,600000.0,600000.0,False,13.304686600863562,0,,,0,1,0,0,0,0,0,0
22a5afb3-14f3-4985-beca-f63726b8b43c,none,can-standard,270059-2025,False,32014L0025,ESP,EUR,bacadfef-207f-4ace-8d59-400dc45eea82,EUR,10384087.89,,large,selec-w,,RDLSE,,,,,,,,,,,,,,,,,,,,,EUR,10384087.89,10384087.89,False,16.155785278174424,1,large,4.0,0,1,0,0,0,0,0,0
63b063d5-56cf-47ac-931c-394b3a445b38,none,can-standard,270061-2025,,32014L0025,ROU,,05eb1e32-f970-4f89-a8de-92b3aaf5a501,,891939.42,,small,selec-w,,,,70700000.0,,,,,,,,,,,,,,,,,,,EUR,891939.42,891939.42,False,13.701154615609374,1,small,2.0,0,1,0,0,0,0,0,0
714a35e7-5163-49af-adb7-9777f9eb778e,none,can-standard,270063-2025,,32014L0025,HRV,EUR,b5817c92-b0e1-440f-9b54-cea590716cb7,EUR,32551.27,,medium,selec-w,,,,,,,,n-inc,,['Naručitelji koji su navedeni u ovoj obavijesti'],,,,,,,,,,,,,EUR,32551.27,32551.27,False,10.39060238406836,1,medium,3.0,0,1,0,0,0,0,0,0
03be5df8-0795-4fae-910f-b299479e50f1,none,can-standard,270064-2025,,32014L0024,CZE,CZK,61cf3159-cff8-4576-8f27-6d0feefd052d,CZK,189990.0,,sme,selec-w,,134/2016 Sb.|32014L0024,,,,,"['Zákon o zadávání veřejných zakázek', 'Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES']",,,,,,,,,,,,,,,,CZK,7409.61,7409.61,False,8.910668036089515,1,sme,2.5,0,1,0,0,0,0,0,0
486a0610-c616-46de-abad-7490ef42d960,none,can-standard,270065-2025,,32014L0024,ESP,EUR,878b1679-283e-44ee-968d-ada0b65fff26,EUR,0.0,,large,selec-w,,"Ley 9/2017; de 8 de noviembre, de Contratos del Sector Público (LCSP)",,71940000.0,,exclusive,,,,,,,,['El contrato solo puede ser ejecutado por un operador económico particular debido a la ausencia de competencia por razones técnicas'],,,,,,,,,EUR,0.0,0.0,False,0.0,1,large,4.0,0,1,0,0,0,0,0,0
233649b9-a115-49b7-ad92-2cfdbef36be6,none|none,cn-standard,270066-2025,False,32014L0024,PRT,EUR,326d65ae-6909-4a22-a7ba-981c9c0aaba7,EUR,1544521.8,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1544521.8,1544521.8,False,14.250225553290734,0,,,1,0,0,0,0,0,0,0
